Vardas         Pavarde        Galutinis (vid.)  Galutinis (med.)
Vardas6203     Pavarde6203    3.59              3.19
Vardas2182     Pavarde2182    3.59              3.35
Vardas5134     Pavarde5134    3.59              4.08
Vardas2425     Pavarde2425    3.59              3.86
Vardas48       Pavarde48      3.59              4.14
Vardas5231     Pavarde5231    3.59              3.95
Vardas5870     Pavarde5870    3.59              3.83
Vardas954      Pavarde954     3.59              3.36
Vardas2929     Pavarde2929    3.59              3.24
Vardas798      Pavarde798     3.59              3.99
Vardas2186     Pavarde2186    3.59              4.21
Vardas8166     Pavarde8166    3.59              3.30
Vardas3618     Pavarde3618    3.59              3.26
Vardas9224     Pavarde9224    3.59              3.61
Vardas5149     Pavarde5149    3.59              4.43
Vardas9660     Pavarde9660    3.59              3.25
Vardas8466     Pavarde8466    3.60              3.69
Vardas9845     Pavarde9845    3.60              3.45
Vardas7648     Pavarde7648    3.60              3.90
Vardas2162     Pavarde2162    3.60              3.62
Vardas5796     Pavarde5796    3.60              4.13
Vardas942      Pavarde942     3.60              3.94
Vardas3352     Pavarde3352    3.60              4.32
Vardas496      Pavarde496     3.60              3.57
Vardas9922     Pavarde9922    3.60              4.15
Vardas5091     Pavarde5091    3.60              3.71
Vardas551      Pavarde551     3.60              3.41
Vardas7150     Pavarde7150    3.60              4.33
Vardas4433     Pavarde4433    3.60              3.68
Vardas5735     Pavarde5735    3.60              4.40
Vardas5918     Pavarde5918    3.60              4.36
Vardas4665     Pavarde4665    3.60              3.06
Vardas6169     Pavarde6169    3.60              3.88
Vardas5249     Pavarde5249    3.60              4.94
Vardas8889     Pavarde8889    3.60              4.16
Vardas7641     Pavarde7641    3.60              3.68
Vardas9647     Pavarde9647    3.60              4.06
Vardas4492     Pavarde4492    3.60              3.94
Vardas9292     Pavarde9292    3.61              4.26
Vardas4328     Pavarde4328    3.61              3.65
Vardas7331     Pavarde7331    3.61              3.76
Vardas5830     Pavarde5830    3.61              3.91
Vardas7418     Pavarde7418    3.61              3.18
Vardas992      Pavarde992     3.61              4.66
Vardas3826     Pavarde3826    3.61              4.11
Vardas9841     Pavarde9841    3.61              3.27
Vardas6622     Pavarde6622    3.61              3.63
Vardas6651     Pavarde6651    3.61              3.87
Vardas2782     Pavarde2782    3.61              3.36
Vardas471      Pavarde471     3.61              3.95
Vardas4094     Pavarde4094    3.61              3.93
Vardas1232     Pavarde1232    3.62              4.32
Vardas8667     Pavarde8667    3.62              3.25
Vardas1040     Pavarde1040    3.62              4.37
Vardas34       Pavarde34      3.62              4.20
Vardas6075     Pavarde6075    3.62              3.56
Vardas6082     Pavarde6082    3.62              3.76
Vardas5353     Pavarde5353    3.62              3.92
Vardas9814     Pavarde9814    3.62              3.91
Vardas5174     Pavarde5174    3.62              3.78
Vardas7822     Pavarde7822    3.62              4.40
Vardas9163     Pavarde9163    3.62              4.01
Vardas6393     Pavarde6393    3.62              3.59
Vardas356      Pavarde356     3.62              4.12
Vardas4633     Pavarde4633    3.63              4.13
Vardas4583     Pavarde4583    3.63              3.50
Vardas2960     Pavarde2960    3.63              3.53
Vardas8238     Pavarde8238    3.63              3.64
Vardas5840     Pavarde5840    3.63              2.86
Vardas5250     Pavarde5250    3.63              3.99
Vardas6099     Pavarde6099    3.63              4.33
Vardas7404     Pavarde7404    3.63              4.06
Vardas5769     Pavarde5769    3.63              3.76
Vardas8229     Pavarde8229    3.63              3.61
Vardas8368     Pavarde8368    3.63              3.73
Vardas6251     Pavarde6251    3.63              4.17
Vardas4200     Pavarde4200    3.63              4.10
Vardas4781     Pavarde4781    3.63              4.24
Vardas8346     Pavarde8346    3.64              4.65
Vardas2180     Pavarde2180    3.64              4.37
Vardas2664     Pavarde2664    3.64              4.04
Vardas3015     Pavarde3015    3.64              4.13
Vardas5408     Pavarde5408    3.64              3.50
Vardas5550     Pavarde5550    3.64              3.86
Vardas5412     Pavarde5412    3.64              4.96
Vardas1928     Pavarde1928    3.64              3.87
Vardas2037     Pavarde2037    3.64              3.47
Vardas1664     Pavarde1664    3.64              3.25
Vardas3638     Pavarde3638    3.64              4.33
Vardas8553     Pavarde8553    3.64              3.55
Vardas5954     Pavarde5954    3.64              4.04
Vardas6982     Pavarde6982    3.64              3.45
Vardas9583     Pavarde9583    3.64              4.00
Vardas9242     Pavarde9242    3.64              3.64
Vardas1402     Pavarde1402    3.64              3.84
Vardas2610     Pavarde2610    3.65              3.28
Vardas1121     Pavarde1121    3.65              3.69
Vardas277      Pavarde277     3.65              4.34
Vardas901      Pavarde901     3.65              3.98
Vardas1815     Pavarde1815    3.65              4.80
Vardas9018     Pavarde9018    3.65              3.84
Vardas5646     Pavarde5646    3.65              3.98
Vardas5636     Pavarde5636    3.65              3.62
Vardas8241     Pavarde8241    3.65              4.60
Vardas7004     Pavarde7004    3.65              4.03
Vardas7286     Pavarde7286    3.65              4.50
Vardas9779     Pavarde9779    3.65              4.35
Vardas9777     Pavarde9777    3.65              4.13
Vardas6854     Pavarde6854    3.65              3.88
Vardas9673     Pavarde9673    3.65              3.22
Vardas6318     Pavarde6318    3.66              4.34
Vardas9743     Pavarde9743    3.66              4.89
Vardas2221     Pavarde2221    3.66              3.37
Vardas6767     Pavarde6767    3.66              4.54
Vardas5820     Pavarde5820    3.66              4.59
Vardas7123     Pavarde7123    3.66              3.49
Vardas3599     Pavarde3599    3.66              3.85
Vardas5437     Pavarde5437    3.66              4.01
Vardas8427     Pavarde8427    3.66              4.15
Vardas1641     Pavarde1641    3.66              3.78
Vardas8047     Pavarde8047    3.66              3.89
Vardas2252     Pavarde2252    3.66              4.28
Vardas5144     Pavarde5144    3.66              3.67
Vardas7920     Pavarde7920    3.66              3.70
Vardas9135     Pavarde9135    3.66              3.28
Vardas4082     Pavarde4082    3.66              3.78
Vardas8540     Pavarde8540    3.66              3.93
Vardas5702     Pavarde5702    3.67              3.78
Vardas8292     Pavarde8292    3.67              4.40
Vardas2928     Pavarde2928    3.67              3.70
Vardas8848     Pavarde8848    3.67              4.20
Vardas2589     Pavarde2589    3.67              3.44
Vardas1977     Pavarde1977    3.67              3.72
Vardas4631     Pavarde4631    3.67              4.09
Vardas7722     Pavarde7722    3.67              3.71
Vardas5637     Pavarde5637    3.67              4.26
Vardas8941     Pavarde8941    3.67              3.53
Vardas78       Pavarde78      3.67              3.78
Vardas9594     Pavarde9594    3.67              3.57
Vardas4799     Pavarde4799    3.67              4.96
Vardas6407     Pavarde6407    3.67              4.40
Vardas4925     Pavarde4925    3.67              4.27
Vardas1136     Pavarde1136    3.67              3.70
Vardas3092     Pavarde3092    3.68              4.32
Vardas1190     Pavarde1190    3.68              3.78
Vardas1710     Pavarde1710    3.68              4.47
Vardas2641     Pavarde2641    3.68              3.68
Vardas3109     Pavarde3109    3.68              4.17
Vardas7820     Pavarde7820    3.68              3.43
Vardas590      Pavarde590     3.68              3.96
Vardas1316     Pavarde1316    3.68              4.53
Vardas8623     Pavarde8623    3.68              3.29
Vardas5704     Pavarde5704    3.68              4.19
Vardas8296     Pavarde8296    3.68              3.66
Vardas4767     Pavarde4767    3.68              3.93
Vardas4373     Pavarde4373    3.68              4.26
Vardas4570     Pavarde4570    3.68              3.02
Vardas6978     Pavarde6978    3.68              4.47
Vardas181      Pavarde181     3.68              3.97
Vardas2919     Pavarde2919    3.68              3.91
Vardas4897     Pavarde4897    3.68              3.72
Vardas6897     Pavarde6897    3.68              4.63
Vardas5183     Pavarde5183    3.68              3.42
Vardas229      Pavarde229     3.69              4.56
Vardas8867     Pavarde8867    3.69              3.91
Vardas6546     Pavarde6546    3.69              4.48
Vardas936      Pavarde936     3.69              4.28
Vardas9547     Pavarde9547    3.69              3.24
Vardas5739     Pavarde5739    3.69              4.40
Vardas1035     Pavarde1035    3.69              4.42
Vardas1726     Pavarde1726    3.69              3.93
Vardas7979     Pavarde7979    3.69              3.84
Vardas4377     Pavarde4377    3.69              3.60
Vardas7483     Pavarde7483    3.69              3.35
Vardas3508     Pavarde3508    3.69              3.69
Vardas6028     Pavarde6028    3.69              4.55
Vardas8110     Pavarde8110    3.69              3.79
Vardas4198     Pavarde4198    3.69              3.71
Vardas1257     Pavarde1257    3.69              2.90
Vardas1696     Pavarde1696    3.69              3.85
Vardas8332     Pavarde8332    3.69              3.88
Vardas8375     Pavarde8375    3.69              3.99
Vardas8534     Pavarde8534    3.69              3.83
Vardas1281     Pavarde1281    3.69              3.89
Vardas6462     Pavarde6462    3.69              3.69
Vardas6038     Pavarde6038    3.70              4.16
Vardas5087     Pavarde5087    3.70              4.03
Vardas4624     Pavarde4624    3.70              3.79
Vardas476      Pavarde476     3.70              4.33
Vardas1073     Pavarde1073    3.70              3.34
Vardas5415     Pavarde5415    3.70              4.78
Vardas3789     Pavarde3789    3.70              3.68
Vardas9780     Pavarde9780    3.70              3.19
Vardas6199     Pavarde6199    3.70              4.14
Vardas7754     Pavarde7754    3.70              3.94
Vardas2481     Pavarde2481    3.70              3.98
Vardas1838     Pavarde1838    3.70              3.89
Vardas709      Pavarde709     3.70              4.38
Vardas4047     Pavarde4047    3.70              4.33
Vardas4857     Pavarde4857    3.70              4.22
Vardas6630     Pavarde6630    3.70              4.21
Vardas3945     Pavarde3945    3.71              4.12
Vardas6756     Pavarde6756    3.71              3.33
Vardas7289     Pavarde7289    3.71              4.22
Vardas8215     Pavarde8215    3.71              2.77
Vardas627      Pavarde627     3.71              3.32
Vardas1625     Pavarde1625    3.71              3.89
Vardas5292     Pavarde5292    3.71              3.70
Vardas1266     Pavarde1266    3.71              4.15
Vardas6826     Pavarde6826    3.71              3.59
Vardas8629     Pavarde8629    3.71              4.39
Vardas3100     Pavarde3100    3.71              4.27
Vardas7489     Pavarde7489    3.71              4.13
Vardas5223     Pavarde5223    3.71              3.96
Vardas6587     Pavarde6587    3.71              4.78
Vardas6656     Pavarde6656    3.71              4.01
Vardas8779     Pavarde8779    3.71              3.64
Vardas8880     Pavarde8880    3.72              4.44
Vardas8663     Pavarde8663    3.72              3.60
Vardas6429     Pavarde6429    3.72              3.44
Vardas4460     Pavarde4460    3.72              3.98
Vardas6679     Pavarde6679    3.72              4.03
Vardas4062     Pavarde4062    3.72              4.18
Vardas525      Pavarde525     3.72              3.48
Vardas7881     Pavarde7881    3.72              4.22
Vardas94       Pavarde94      3.72              3.68
Vardas2485     Pavarde2485    3.72              4.59
Vardas3247     Pavarde3247    3.72              4.15
Vardas6725     Pavarde6725    3.72              4.04
Vardas5279     Pavarde5279    3.72              4.04
Vardas1355     Pavarde1355    3.72              3.25
Vardas6944     Pavarde6944    3.72              3.17
Vardas1075     Pavarde1075    3.72              4.03
Vardas4009     Pavarde4009    3.72              3.79
Vardas9569     Pavarde9569    3.72              4.05
Vardas1762     Pavarde1762    3.72              4.34
Vardas2794     Pavarde2794    3.72              4.61
Vardas9353     Pavarde9353    3.72              4.33
Vardas7452     Pavarde7452    3.72              3.90
Vardas1142     Pavarde1142    3.72              3.87
Vardas5123     Pavarde5123    3.72              3.97
Vardas6898     Pavarde6898    3.72              3.64
Vardas7485     Pavarde7485    3.72              4.20
Vardas707      Pavarde707     3.72              4.26
Vardas1882     Pavarde1882    3.72              3.66
Vardas2278     Pavarde2278    3.72              3.76
Vardas7733     Pavarde7733    3.73              3.87
Vardas382      Pavarde382     3.73              3.62
Vardas6315     Pavarde6315    3.73              3.29
Vardas9484     Pavarde9484    3.73              4.72
Vardas9447     Pavarde9447    3.73              3.96
Vardas2969     Pavarde2969    3.73              4.06
Vardas7219     Pavarde7219    3.73              3.74
Vardas8137     Pavarde8137    3.73              3.47
Vardas3743     Pavarde3743    3.73              3.90
Vardas6859     Pavarde6859    3.73              4.12
Vardas9957     Pavarde9957    3.73              3.89
Vardas6023     Pavarde6023    3.73              3.61
Vardas7750     Pavarde7750    3.73              3.97
Vardas3120     Pavarde3120    3.73              4.45
Vardas2249     Pavarde2249    3.74              3.92
Vardas695      Pavarde695     3.74              4.49
Vardas6112     Pavarde6112    3.74              4.18
Vardas8595     Pavarde8595    3.74              4.20
Vardas9026     Pavarde9026    3.74              3.96
Vardas6032     Pavarde6032    3.74              3.59
Vardas2659     Pavarde2659    3.74              3.84
Vardas9064     Pavarde9064    3.74              4.02
Vardas639      Pavarde639     3.74              3.81
Vardas5275     Pavarde5275    3.74              3.59
Vardas7033     Pavarde7033    3.74              3.68
Vardas9878     Pavarde9878    3.74              3.74
Vardas6904     Pavarde6904    3.74              3.83
Vardas3607     Pavarde3607    3.74              3.55
Vardas7347     Pavarde7347    3.74              4.00
Vardas8028     Pavarde8028    3.74              3.82
Vardas9236     Pavarde9236    3.74              4.33
Vardas1064     Pavarde1064    3.74              4.81
Vardas7387     Pavarde7387    3.74              3.36
Vardas8198     Pavarde8198    3.74              4.17
Vardas3879     Pavarde3879    3.75              4.12
Vardas2925     Pavarde2925    3.75              4.46
Vardas1754     Pavarde1754    3.75              3.86
Vardas8492     Pavarde8492    3.75              3.55
Vardas4926     Pavarde4926    3.75              3.70
Vardas5473     Pavarde5473    3.75              3.87
Vardas6764     Pavarde6764    3.75              3.55
Vardas6637     Pavarde6637    3.75              4.02
Vardas8218     Pavarde8218    3.75              3.99
Vardas7887     Pavarde7887    3.76              3.85
Vardas3562     Pavarde3562    3.76              3.88
Vardas6511     Pavarde6511    3.76              3.76
Vardas6734     Pavarde6734    3.76              3.42
Vardas5471     Pavarde5471    3.76              4.12
Vardas791      Pavarde791     3.76              3.67
Vardas8731     Pavarde8731    3.76              4.27
Vardas840      Pavarde840     3.76              4.35
Vardas7931     Pavarde7931    3.76              4.11
Vardas9553     Pavarde9553    3.76              3.41
Vardas9514     Pavarde9514    3.76              4.07
Vardas7191     Pavarde7191    3.76              3.50
Vardas1036     Pavarde1036    3.77              4.08
Vardas5011     Pavarde5011    3.77              4.38
Vardas7957     Pavarde7957    3.77              4.05
Vardas8783     Pavarde8783    3.77              3.97
Vardas3653     Pavarde3653    3.77              4.18
Vardas5008     Pavarde5008    3.77              4.28
Vardas7190     Pavarde7190    3.77              4.20
Vardas9060     Pavarde9060    3.77              3.80
Vardas3431     Pavarde3431    3.77              3.75
Vardas4738     Pavarde4738    3.77              3.74
Vardas9194     Pavarde9194    3.77              3.88
Vardas2891     Pavarde2891    3.77              3.94
Vardas459      Pavarde459     3.77              4.18
Vardas3382     Pavarde3382    3.77              3.82
Vardas84       Pavarde84      3.77              4.23
Vardas3165     Pavarde3165    3.77              4.05
Vardas3953     Pavarde3953    3.77              3.93
Vardas7272     Pavarde7272    3.77              3.77
Vardas8976     Pavarde8976    3.77              4.50
Vardas6484     Pavarde6484    3.77              3.76
Vardas1210     Pavarde1210    3.77              3.50
Vardas5831     Pavarde5831    3.77              3.71
Vardas1491     Pavarde1491    3.77              3.50
Vardas3322     Pavarde3322    3.77              4.21
Vardas6518     Pavarde6518    3.77              3.71
Vardas9212     Pavarde9212    3.78              3.97
Vardas7407     Pavarde7407    3.78              4.31
Vardas7369     Pavarde7369    3.78              3.57
Vardas183      Pavarde183     3.78              3.72
Vardas832      Pavarde832     3.78              3.85
Vardas2590     Pavarde2590    3.78              3.80
Vardas8658     Pavarde8658    3.78              4.04
Vardas327      Pavarde327     3.78              3.63
Vardas483      Pavarde483     3.78              4.09
Vardas1256     Pavarde1256    3.78              3.39
Vardas4260     Pavarde4260    3.78              4.73
Vardas6681     Pavarde6681    3.78              4.07
Vardas2098     Pavarde2098    3.78              3.93
Vardas817      Pavarde817     3.78              3.85
Vardas4598     Pavarde4598    3.78              4.48
Vardas2518     Pavarde2518    3.78              4.22
Vardas3083     Pavarde3083    3.78              3.84
Vardas5387     Pavarde5387    3.78              3.53
Vardas2095     Pavarde2095    3.78              4.05
Vardas6975     Pavarde6975    3.78              4.05
Vardas6117     Pavarde6117    3.78              4.27
Vardas2091     Pavarde2091    3.78              3.85
Vardas3442     Pavarde3442    3.78              4.15
Vardas3651     Pavarde3651    3.79              4.00
Vardas7708     Pavarde7708    3.79              4.40
Vardas123      Pavarde123     3.79              3.74
Vardas8208     Pavarde8208    3.79              4.31
Vardas33       Pavarde33      3.79              4.70
Vardas2743     Pavarde2743    3.79              3.68
Vardas1363     Pavarde1363    3.79              4.24
Vardas7596     Pavarde7596    3.79              4.18
Vardas2957     Pavarde2957    3.79              3.96
Vardas6077     Pavarde6077    3.79              4.54
Vardas8509     Pavarde8509    3.79              4.21
Vardas8726     Pavarde8726    3.79              4.45
Vardas3349     Pavarde3349    3.80              3.38
Vardas1198     Pavarde1198    3.80              3.75
Vardas7026     Pavarde7026    3.80              3.75
Vardas3656     Pavarde3656    3.80              3.86
Vardas8025     Pavarde8025    3.80              3.84
Vardas4087     Pavarde4087    3.80              3.86
Vardas5941     Pavarde5941    3.80              4.28
Vardas7897     Pavarde7897    3.80              4.24
Vardas8199     Pavarde8199    3.80              3.80
Vardas8317     Pavarde8317    3.80              4.11
Vardas488      Pavarde488     3.80              3.70
Vardas9939     Pavarde9939    3.80              4.09
Vardas9642     Pavarde9642    3.80              4.56
Vardas1466     Pavarde1466    3.80              4.26
Vardas1384     Pavarde1384    3.80              3.60
Vardas2        Pavarde2       3.81              4.23
Vardas7229     Pavarde7229    3.81              3.78
Vardas3678     Pavarde3678    3.81              4.06
Vardas1983     Pavarde1983    3.81              3.45
Vardas2836     Pavarde2836    3.81              3.99
Vardas4017     Pavarde4017    3.81              3.88
Vardas6134     Pavarde6134    3.81              4.19
Vardas889      Pavarde889     3.81              3.96
Vardas3372     Pavarde3372    3.81              3.94
Vardas2322     Pavarde2322    3.81              3.52
Vardas1472     Pavarde1472    3.81              3.68
Vardas3355     Pavarde3355    3.81              3.88
Vardas6502     Pavarde6502    3.81              3.41
Vardas9987     Pavarde9987    3.81              4.12
Vardas2673     Pavarde2673    3.81              3.76
Vardas9427     Pavarde9427    3.81              3.88
Vardas6744     Pavarde6744    3.81              4.59
Vardas2997     Pavarde2997    3.81              4.01
Vardas8604     Pavarde8604    3.81              4.08
Vardas6076     Pavarde6076    3.81              3.80
Vardas2683     Pavarde2683    3.82              4.90
Vardas7984     Pavarde7984    3.82              3.70
Vardas7981     Pavarde7981    3.82              4.18
Vardas3919     Pavarde3919    3.82              3.96
Vardas1728     Pavarde1728    3.82              3.72
Vardas7280     Pavarde7280    3.82              4.26
Vardas5671     Pavarde5671    3.82              3.70
Vardas3511     Pavarde3511    3.82              3.64
Vardas1223     Pavarde1223    3.82              4.62
Vardas11       Pavarde11      3.82              4.40
Vardas3450     Pavarde3450    3.82              4.28
Vardas4657     Pavarde4657    3.82              3.51
Vardas486      Pavarde486     3.82              3.99
Vardas862      Pavarde862     3.82              3.25
Vardas5546     Pavarde5546    3.82              3.27
Vardas8873     Pavarde8873    3.82              3.47
Vardas9852     Pavarde9852    3.82              4.85
Vardas407      Pavarde407     3.82              4.46
Vardas8978     Pavarde8978    3.82              4.20
Vardas7099     Pavarde7099    3.82              4.31
Vardas9907     Pavarde9907    3.82              3.94
Vardas9880     Pavarde9880    3.82              3.57
Vardas5085     Pavarde5085    3.83              4.28
Vardas9431     Pavarde9431    3.83              4.73
Vardas6253     Pavarde6253    3.83              4.16
Vardas8915     Pavarde8915    3.83              3.76
Vardas7403     Pavarde7403    3.83              3.92
Vardas8502     Pavarde8502    3.83              4.24
Vardas7925     Pavarde7925    3.83              4.36
Vardas6155     Pavarde6155    3.83              3.85
Vardas9951     Pavarde9951    3.83              4.42
Vardas9238     Pavarde9238    3.83              3.51
Vardas5210     Pavarde5210    3.83              3.97
Vardas7500     Pavarde7500    3.83              3.91
Vardas4783     Pavarde4783    3.83              4.19
Vardas8130     Pavarde8130    3.83              3.39
Vardas3333     Pavarde3333    3.83              3.49
Vardas7278     Pavarde7278    3.84              4.02
Vardas1462     Pavarde1462    3.84              3.99
Vardas337      Pavarde337     3.84              3.64
Vardas2225     Pavarde2225    3.84              3.65
Vardas5106     Pavarde5106    3.84              4.39
Vardas1370     Pavarde1370    3.84              4.21
Vardas4513     Pavarde4513    3.84              4.01
Vardas5589     Pavarde5589    3.84              4.24
Vardas7936     Pavarde7936    3.84              4.14
Vardas1921     Pavarde1921    3.84              4.05
Vardas5093     Pavarde5093    3.84              4.21
Vardas6665     Pavarde6665    3.84              4.19
Vardas4611     Pavarde4611    3.84              4.52
Vardas1443     Pavarde1443    3.84              4.07
Vardas6683     Pavarde6683    3.85              3.98
Vardas3320     Pavarde3320    3.85              4.37
Vardas212      Pavarde212     3.85              4.25
Vardas563      Pavarde563     3.85              3.96
Vardas4938     Pavarde4938    3.85              4.02
Vardas5393     Pavarde5393    3.85              4.02
Vardas3237     Pavarde3237    3.85              4.18
Vardas3875     Pavarde3875    3.85              3.86
Vardas1183     Pavarde1183    3.85              4.04
Vardas3200     Pavarde3200    3.85              4.32
Vardas7982     Pavarde7982    3.85              4.19
Vardas8569     Pavarde8569    3.85              3.46
Vardas5463     Pavarde5463    3.85              3.87
Vardas8722     Pavarde8722    3.85              4.29
Vardas8098     Pavarde8098    3.86              4.10
Vardas1180     Pavarde1180    3.86              4.04
Vardas5225     Pavarde5225    3.86              3.95
Vardas3173     Pavarde3173    3.86              3.98
Vardas8825     Pavarde8825    3.86              3.90
Vardas9433     Pavarde9433    3.86              4.36
Vardas8871     Pavarde8871    3.86              3.81
Vardas4030     Pavarde4030    3.86              4.25
Vardas973      Pavarde973     3.86              4.09
Vardas7579     Pavarde7579    3.86              4.02
Vardas4225     Pavarde4225    3.86              3.87
Vardas4324     Pavarde4324    3.86              4.17
Vardas5703     Pavarde5703    3.86              3.85
Vardas2993     Pavarde2993    3.86              3.94
Vardas8071     Pavarde8071    3.86              4.50
Vardas2461     Pavarde2461    3.86              3.59
Vardas8096     Pavarde8096    3.87              3.95
Vardas1546     Pavarde1546    3.87              3.94
Vardas7555     Pavarde7555    3.87              4.51
Vardas4874     Pavarde4874    3.87              3.68
Vardas9465     Pavarde9465    3.87              3.64
Vardas2130     Pavarde2130    3.87              4.29
Vardas7938     Pavarde7938    3.87              3.60
Vardas237      Pavarde237     3.87              4.38
Vardas4538     Pavarde4538    3.87              4.73
Vardas3048     Pavarde3048    3.87              3.87
Vardas3626     Pavarde3626    3.87              4.24
Vardas9926     Pavarde9926    3.87              4.36
Vardas5888     Pavarde5888    3.87              3.89
Vardas7449     Pavarde7449    3.87              4.09
Vardas6277     Pavarde6277    3.87              3.77
Vardas782      Pavarde782     3.87              3.14
Vardas7524     Pavarde7524    3.87              3.98
Vardas9800     Pavarde9800    3.87              3.40
Vardas9928     Pavarde9928    3.87              3.42
Vardas6761     Pavarde6761    3.87              3.98
Vardas2820     Pavarde2820    3.88              3.66
Vardas6491     Pavarde6491    3.88              4.22
Vardas2945     Pavarde2945    3.88              3.88
Vardas9990     Pavarde9990    3.88              3.66
Vardas7319     Pavarde7319    3.88              3.99
Vardas9296     Pavarde9296    3.88              3.99
Vardas3132     Pavarde3132    3.88              3.68
Vardas4363     Pavarde4363    3.88              3.67
Vardas434      Pavarde434     3.88              4.13
Vardas1282     Pavarde1282    3.88              3.78
Vardas8897     Pavarde8897    3.88              4.11
Vardas8834     Pavarde8834    3.88              3.73
Vardas272      Pavarde272     3.88              4.28
Vardas3102     Pavarde3102    3.88              4.02
Vardas2077     Pavarde2077    3.88              4.22
Vardas1214     Pavarde1214    3.88              4.00
Vardas5815     Pavarde5815    3.88              4.16
Vardas8543     Pavarde8543    3.88              3.98
Vardas9666     Pavarde9666    3.88              4.45
Vardas7642     Pavarde7642    3.88              4.42
Vardas7749     Pavarde7749    3.88              4.32
Vardas7968     Pavarde7968    3.88              4.35
Vardas760      Pavarde760     3.88              4.09
Vardas8484     Pavarde8484    3.88              3.54
Vardas3087     Pavarde3087    3.88              4.11
Vardas1938     Pavarde1938    3.88              4.39
Vardas4818     Pavarde4818    3.89              4.14
Vardas9689     Pavarde9689    3.89              4.01
Vardas2092     Pavarde2092    3.89              3.81
Vardas1175     Pavarde1175    3.89              4.00
Vardas5804     Pavarde5804    3.89              4.03
Vardas7066     Pavarde7066    3.89              3.80
Vardas9110     Pavarde9110    3.89              3.90
Vardas276      Pavarde276     3.89              3.88
Vardas6937     Pavarde6937    3.89              3.86
Vardas6132     Pavarde6132    3.89              3.63
Vardas4632     Pavarde4632    3.89              3.82
Vardas7277     Pavarde7277    3.89              4.53
Vardas421      Pavarde421     3.89              3.51
Vardas5232     Pavarde5232    3.89              4.54
Vardas2847     Pavarde2847    3.89              4.17
Vardas1428     Pavarde1428    3.89              4.37
Vardas5507     Pavarde5507    3.90              4.11
Vardas851      Pavarde851     3.90              3.74
Vardas117      Pavarde117     3.90              3.96
Vardas6370     Pavarde6370    3.90              4.16
Vardas7775     Pavarde7775    3.90              3.99
Vardas257      Pavarde257     3.90              3.98
Vardas6888     Pavarde6888    3.90              3.89
Vardas315      Pavarde315     3.90              3.77
Vardas6254     Pavarde6254    3.90              3.36
Vardas5478     Pavarde5478    3.90              3.70
Vardas833      Pavarde833     3.90              4.42
Vardas1572     Pavarde1572    3.90              4.41
Vardas3415     Pavarde3415    3.90              4.19
Vardas945      Pavarde945     3.90              3.80
Vardas8313     Pavarde8313    3.91              3.72
Vardas8236     Pavarde8236    3.91              4.56
Vardas1721     Pavarde1721    3.91              4.08
Vardas5313     Pavarde5313    3.91              4.65
Vardas7042     Pavarde7042    3.91              3.52
Vardas28       Pavarde28      3.91              4.66
Vardas1956     Pavarde1956    3.91              4.48
Vardas4531     Pavarde4531    3.91              4.08
Vardas1945     Pavarde1945    3.91              4.46
Vardas8125     Pavarde8125    3.91              3.82
Vardas541      Pavarde541     3.91              4.91
Vardas2950     Pavarde2950    3.91              4.06
Vardas8461     Pavarde8461    3.91              4.37
Vardas6856     Pavarde6856    3.91              4.22
Vardas211      Pavarde211     3.91              4.31
Vardas1340     Pavarde1340    3.92              4.00
Vardas7108     Pavarde7108    3.92              4.34
Vardas4284     Pavarde4284    3.92              4.10
Vardas2677     Pavarde2677    3.92              4.27
Vardas8331     Pavarde8331    3.92              3.30
Vardas645      Pavarde645     3.92              3.98
Vardas6568     Pavarde6568    3.92              3.43
Vardas9904     Pavarde9904    3.92              3.83
Vardas1582     Pavarde1582    3.92              4.36
Vardas3394     Pavarde3394    3.92              3.85
Vardas582      Pavarde582     3.92              4.55
Vardas8896     Pavarde8896    3.92              3.39
Vardas7451     Pavarde7451    3.92              3.72
Vardas482      Pavarde482     3.92              4.06
Vardas5221     Pavarde5221    3.92              4.14
Vardas9674     Pavarde9674    3.93              3.91
Vardas1552     Pavarde1552    3.93              3.99
Vardas1212     Pavarde1212    3.93              3.45
Vardas1847     Pavarde1847    3.93              4.19
Vardas1104     Pavarde1104    3.93              4.02
Vardas5942     Pavarde5942    3.93              4.18
Vardas6045     Pavarde6045    3.93              3.16
Vardas2725     Pavarde2725    3.93              4.63
Vardas2686     Pavarde2686    3.93              4.38
Vardas1658     Pavarde1658    3.93              4.53
Vardas6017     Pavarde6017    3.93              3.99
Vardas6886     Pavarde6886    3.93              4.13
Vardas6501     Pavarde6501    3.93              3.84
Vardas680      Pavarde680     3.93              4.02
Vardas6500     Pavarde6500    3.93              4.35
Vardas7206     Pavarde7206    3.93              4.61
Vardas8385     Pavarde8385    3.93              4.31
Vardas8956     Pavarde8956    3.93              4.22
Vardas5798     Pavarde5798    3.93              4.69
Vardas2865     Pavarde2865    3.93              3.80
Vardas3340     Pavarde3340    3.93              4.84
Vardas6425     Pavarde6425    3.94              3.94
Vardas1086     Pavarde1086    3.94              4.08
Vardas2840     Pavarde2840    3.94              4.14
Vardas316      Pavarde316     3.94              4.16
Vardas5687     Pavarde5687    3.94              3.83
Vardas1065     Pavarde1065    3.94              4.09
Vardas6863     Pavarde6863    3.94              4.07
Vardas3534     Pavarde3534    3.94              4.96
Vardas5131     Pavarde5131    3.94              4.02
