Vardas         Pavarde        Galutinis (vid.)  Galutinis (med.)
Vardas63185    Pavarde63185   4.76              4.60
Vardas3066     Pavarde3066    4.76              4.80
Vardas8147     Pavarde8147    4.76              4.80
Vardas72877    Pavarde72877   4.76              4.80
Vardas41864    Pavarde41864   4.76              4.80
Vardas36913    Pavarde36913   4.76              4.80
Vardas99976    Pavarde99976   4.76              4.60
Vardas77467    Pavarde77467   4.76              4.60
Vardas25048    Pavarde25048   4.76              4.60
Vardas65410    Pavarde65410   4.76              4.80
Vardas25559    Pavarde25559   4.76              5.00
Vardas23536    Pavarde23536   4.76              5.00
Vardas14250    Pavarde14250   4.76              4.60
Vardas25385    Pavarde25385   4.76              4.40
Vardas14252    Pavarde14252   4.76              4.60
Vardas1245     Pavarde1245    4.76              4.40
Vardas77696    Pavarde77696   4.76              4.80
Vardas49892    Pavarde49892   4.76              5.00
Vardas52802    Pavarde52802   4.76              5.20
Vardas81816    Pavarde81816   4.76              4.80
Vardas32490    Pavarde32490   4.76              4.60
Vardas97546    Pavarde97546   4.76              4.60
Vardas55282    Pavarde55282   4.76              4.80
Vardas8503     Pavarde8503    4.76              5.00
Vardas93412    Pavarde93412   4.76              4.80
Vardas18222    Pavarde18222   4.76              4.60
Vardas30838    Pavarde30838   4.76              4.80
Vardas30845    Pavarde30845   4.76              5.00
Vardas83158    Pavarde83158   4.76              4.60
Vardas95960    Pavarde95960   4.76              4.80
Vardas94494    Pavarde94494   4.76              5.00
Vardas39821    Pavarde39821   4.76              4.60
Vardas98861    Pavarde98861   4.76              5.20
Vardas98219    Pavarde98219   4.76              5.00
Vardas28923    Pavarde28923   4.76              4.60
Vardas16247    Pavarde16247   4.76              4.80
Vardas30402    Pavarde30402   4.76              4.80
Vardas34       Pavarde34      4.76              5.00
Vardas94320    Pavarde94320   4.76              4.60
Vardas86215    Pavarde86215   4.76              5.00
Vardas75610    Pavarde75610   4.76              4.40
Vardas75603    Pavarde75603   4.76              5.00
Vardas16639    Pavarde16639   4.76              4.20
Vardas72635    Pavarde72635   4.76              4.60
Vardas79       Pavarde79      4.76              4.60
Vardas61980    Pavarde61980   4.76              4.80
Vardas7085     Pavarde7085    4.76              4.60
Vardas39019    Pavarde39019   4.76              4.60
Vardas44475    Pavarde44475   4.76              5.00
Vardas61599    Pavarde61599   4.76              4.60
Vardas81705    Pavarde81705   4.76              5.00
Vardas97204    Pavarde97204   4.76              5.00
Vardas64969    Pavarde64969   4.76              4.80
Vardas53096    Pavarde53096   4.76              5.20
Vardas4915     Pavarde4915    4.76              4.40
Vardas32360    Pavarde32360   4.76              5.20
Vardas15023    Pavarde15023   4.76              4.80
Vardas30912    Pavarde30912   4.76              5.20
Vardas22206    Pavarde22206   4.76              4.60
Vardas16734    Pavarde16734   4.76              4.40
Vardas82185    Pavarde82185   4.76              4.40
Vardas81672    Pavarde81672   4.76              4.80
Vardas41134    Pavarde41134   4.76              4.40
Vardas69924    Pavarde69924   4.76              4.40
Vardas76857    Pavarde76857   4.76              4.60
Vardas97247    Pavarde97247   4.76              5.20
Vardas81639    Pavarde81639   4.76              4.60
Vardas15314    Pavarde15314   4.76              5.00
Vardas9521     Pavarde9521    4.76              5.00
Vardas34086    Pavarde34086   4.76              4.40
Vardas2993     Pavarde2993    4.76              4.60
Vardas86018    Pavarde86018   4.76              4.80
Vardas50827    Pavarde50827   4.76              4.80
Vardas53285    Pavarde53285   4.76              4.80
Vardas47307    Pavarde47307   4.76              4.20
Vardas56096    Pavarde56096   4.76              4.80
Vardas39308    Pavarde39308   4.76              4.80
Vardas45315    Pavarde45315   4.76              4.80
Vardas48860    Pavarde48860   4.76              4.80
Vardas55207    Pavarde55207   4.76              4.60
Vardas63806    Pavarde63806   4.76              4.80
Vardas14970    Pavarde14970   4.76              5.00
Vardas12784    Pavarde12784   4.76              4.80
Vardas61763    Pavarde61763   4.76              4.60
Vardas41539    Pavarde41539   4.76              4.80
Vardas84010    Pavarde84010   4.76              4.80
Vardas76963    Pavarde76963   4.76              4.40
Vardas27101    Pavarde27101   4.76              5.00
Vardas11941    Pavarde11941   4.76              4.80
Vardas401      Pavarde401     4.76              5.00
Vardas69321    Pavarde69321   4.76              4.80
Vardas5285     Pavarde5285    4.76              4.60
Vardas61753    Pavarde61753   4.76              4.80
Vardas2997     Pavarde2997    4.76              4.80
Vardas1887     Pavarde1887    4.76              4.80
Vardas43410    Pavarde43410   4.76              4.80
Vardas33413    Pavarde33413   4.76              4.60
Vardas24189    Pavarde24189   4.76              4.80
Vardas43585    Pavarde43585   4.76              4.80
Vardas69773    Pavarde69773   4.76              4.80
Vardas26053    Pavarde26053   4.76              4.60
Vardas34598    Pavarde34598   4.76              4.60
Vardas16333    Pavarde16333   4.76              4.80
Vardas2147     Pavarde2147    4.76              5.20
Vardas15225    Pavarde15225   4.76              4.80
Vardas68990    Pavarde68990   4.76              4.80
Vardas68057    Pavarde68057   4.76              4.80
Vardas10099    Pavarde10099   4.76              4.20
Vardas60660    Pavarde60660   4.76              4.60
Vardas27445    Pavarde27445   4.76              4.60
Vardas48942    Pavarde48942   4.76              4.80
Vardas79243    Pavarde79243   4.76              4.80
Vardas518      Pavarde518     4.76              4.80
Vardas14514    Pavarde14514   4.76              4.60
Vardas34737    Pavarde34737   4.76              4.20
Vardas28332    Pavarde28332   4.76              5.00
Vardas77509    Pavarde77509   4.76              4.80
Vardas19915    Pavarde19915   4.76              4.80
Vardas8896     Pavarde8896    4.76              4.40
Vardas33663    Pavarde33663   4.76              4.40
Vardas59453    Pavarde59453   4.76              4.80
Vardas96740    Pavarde96740   4.76              5.00
Vardas25202    Pavarde25202   4.76              4.80
Vardas31234    Pavarde31234   4.76              4.80
Vardas29309    Pavarde29309   4.76              5.00
Vardas88977    Pavarde88977   4.76              5.00
Vardas59751    Pavarde59751   4.76              4.40
Vardas73546    Pavarde73546   4.76              4.80
Vardas88627    Pavarde88627   4.76              4.80
Vardas94083    Pavarde94083   4.76              5.20
Vardas75490    Pavarde75490   4.76              5.00
Vardas35071    Pavarde35071   4.76              4.40
Vardas81361    Pavarde81361   4.76              4.60
Vardas63352    Pavarde63352   4.76              4.40
Vardas74147    Pavarde74147   4.76              4.60
Vardas39890    Pavarde39890   4.76              4.60
Vardas17904    Pavarde17904   4.76              4.60
Vardas12161    Pavarde12161   4.76              4.80
Vardas2294     Pavarde2294    4.76              4.80
Vardas9815     Pavarde9815    4.76              4.60
Vardas52541    Pavarde52541   4.76              4.80
Vardas69376    Pavarde69376   4.76              4.60
Vardas72103    Pavarde72103   4.76              4.40
Vardas32072    Pavarde32072   4.76              4.80
Vardas80976    Pavarde80976   4.76              4.80
Vardas35057    Pavarde35057   4.76              4.80
Vardas88597    Pavarde88597   4.76              4.80
Vardas67796    Pavarde67796   4.76              5.20
Vardas86725    Pavarde86725   4.76              4.80
Vardas75437    Pavarde75437   4.76              4.60
Vardas78069    Pavarde78069   4.76              4.80
Vardas84705    Pavarde84705   4.76              5.20
Vardas60229    Pavarde60229   4.76              4.80
Vardas51685    Pavarde51685   4.76              4.60
Vardas790      Pavarde790     4.76              4.80
Vardas87620    Pavarde87620   4.76              4.80
Vardas58386    Pavarde58386   4.76              4.80
Vardas32950    Pavarde32950   4.76              5.00
Vardas79074    Pavarde79074   4.76              5.40
Vardas38052    Pavarde38052   4.76              4.80
Vardas14607    Pavarde14607   4.76              4.40
Vardas31350    Pavarde31350   4.76              5.00
Vardas43784    Pavarde43784   4.76              4.80
Vardas31770    Pavarde31770   4.76              5.00
Vardas85749    Pavarde85749   4.76              5.00
Vardas36867    Pavarde36867   4.76              4.80
Vardas27839    Pavarde27839   4.76              4.60
Vardas25847    Pavarde25847   4.76              5.20
Vardas50314    Pavarde50314   4.76              4.60
Vardas82764    Pavarde82764   4.76              4.80
Vardas81252    Pavarde81252   4.76              4.80
Vardas18490    Pavarde18490   4.76              4.80
Vardas25430    Pavarde25430   4.76              4.40
Vardas36726    Pavarde36726   4.76              4.80
Vardas42541    Pavarde42541   4.76              4.40
Vardas29222    Pavarde29222   4.76              4.80
Vardas17121    Pavarde17121   4.76              4.80
Vardas29220    Pavarde29220   4.76              4.80
Vardas11026    Pavarde11026   4.76              4.80
Vardas99018    Pavarde99018   4.76              4.80
Vardas64577    Pavarde64577   4.76              4.60
Vardas70523    Pavarde70523   4.76              4.60
Vardas21579    Pavarde21579   4.76              4.80
Vardas21344    Pavarde21344   4.76              4.80
Vardas31991    Pavarde31991   4.76              5.00
Vardas78103    Pavarde78103   4.76              4.80
Vardas95213    Pavarde95213   4.76              4.80
Vardas82795    Pavarde82795   4.76              5.00
Vardas59072    Pavarde59072   4.76              4.60
Vardas68240    Pavarde68240   4.76              4.40
Vardas77199    Pavarde77199   4.76              5.20
Vardas11900    Pavarde11900   4.76              4.80
Vardas20172    Pavarde20172   4.76              4.80
Vardas19039    Pavarde19039   4.76              5.20
Vardas97892    Pavarde97892   4.76              5.00
Vardas22548    Pavarde22548   4.76              4.80
Vardas2850     Pavarde2850    4.76              4.80
Vardas69040    Pavarde69040   4.76              4.80
Vardas46085    Pavarde46085   4.76              4.80
Vardas50665    Pavarde50665   4.76              4.80
Vardas14660    Pavarde14660   4.76              4.60
Vardas13339    Pavarde13339   4.76              4.60
Vardas87760    Pavarde87760   4.76              4.40
Vardas12632    Pavarde12632   4.76              4.80
Vardas6339     Pavarde6339    4.76              4.40
Vardas23963    Pavarde23963   4.76              4.80
Vardas51653    Pavarde51653   4.76              4.40
Vardas93313    Pavarde93313   4.76              4.60
Vardas7170     Pavarde7170    4.76              4.80
Vardas25101    Pavarde25101   4.76              5.20
Vardas78127    Pavarde78127   4.76              5.20
Vardas53753    Pavarde53753   4.76              4.60
Vardas10991    Pavarde10991   4.76              4.40
Vardas67685    Pavarde67685   4.76              4.60
Vardas91933    Pavarde91933   4.76              4.80
Vardas94861    Pavarde94861   4.76              4.80
Vardas40060    Pavarde40060   4.76              4.80
Vardas26915    Pavarde26915   4.76              4.60
Vardas91956    Pavarde91956   4.76              4.80
Vardas71764    Pavarde71764   4.76              4.80
Vardas51644    Pavarde51644   4.76              4.80
Vardas32833    Pavarde32833   4.76              4.80
Vardas74829    Pavarde74829   4.76              5.00
Vardas24364    Pavarde24364   4.76              4.80
Vardas27251    Pavarde27251   4.76              5.00
Vardas12120    Pavarde12120   4.76              4.60
Vardas34300    Pavarde34300   4.76              4.80
Vardas29706    Pavarde29706   4.76              4.80
Vardas45120    Pavarde45120   4.76              4.80
Vardas5749     Pavarde5749    4.76              5.00
Vardas45560    Pavarde45560   4.76              4.60
Vardas70595    Pavarde70595   4.76              4.80
Vardas91578    Pavarde91578   4.76              5.20
Vardas91963    Pavarde91963   4.76              5.00
Vardas51330    Pavarde51330   4.76              4.80
Vardas58275    Pavarde58275   4.76              4.80
Vardas89562    Pavarde89562   4.76              4.80
Vardas13741    Pavarde13741   4.76              5.20
Vardas59596    Pavarde59596   4.76              4.80
Vardas23957    Pavarde23957   4.76              4.60
Vardas99608    Pavarde99608   4.76              5.20
Vardas10655    Pavarde10655   4.76              4.80
Vardas78172    Pavarde78172   4.76              4.60
Vardas78936    Pavarde78936   4.76              4.80
Vardas82048    Pavarde82048   4.76              4.80
Vardas18087    Pavarde18087   4.76              4.60
Vardas78929    Pavarde78929   4.76              4.60
Vardas67611    Pavarde67611   4.76              5.00
Vardas59504    Pavarde59504   4.76              4.60
Vardas25090    Pavarde25090   4.76              4.80
Vardas86668    Pavarde86668   4.76              4.60
Vardas6444     Pavarde6444    4.76              4.60
Vardas56434    Pavarde56434   4.76              5.00
Vardas6204     Pavarde6204    4.76              4.80
Vardas33427    Pavarde33427   4.76              4.80
Vardas87459    Pavarde87459   4.76              4.80
Vardas78920    Pavarde78920   4.76              4.80
Vardas10311    Pavarde10311   4.76              4.80
Vardas22972    Pavarde22972   4.76              4.80
Vardas63898    Pavarde63898   4.76              4.60
Vardas40110    Pavarde40110   4.76              4.80
Vardas91621    Pavarde91621   4.76              4.80
Vardas82373    Pavarde82373   4.76              4.40
Vardas6192     Pavarde6192    4.76              4.80
Vardas54063    Pavarde54063   4.76              4.80
Vardas9927     Pavarde9927    4.76              4.80
Vardas31963    Pavarde31963   4.76              5.00
Vardas62301    Pavarde62301   4.76              4.40
Vardas24599    Pavarde24599   4.76              4.80
Vardas6131     Pavarde6131    4.76              5.20
Vardas53453    Pavarde53453   4.76              4.80
Vardas75119    Pavarde75119   4.76              4.60
Vardas75743    Pavarde75743   4.76              5.00
Vardas87974    Pavarde87974   4.76              4.60
Vardas94378    Pavarde94378   4.76              4.80
Vardas6784     Pavarde6784    4.76              5.20
Vardas84477    Pavarde84477   4.76              4.60
Vardas53907    Pavarde53907   4.76              5.20
Vardas49457    Pavarde49457   4.76              4.80
Vardas78338    Pavarde78338   4.76              4.80
Vardas75191    Pavarde75191   4.76              4.80
Vardas75197    Pavarde75197   4.76              4.40
Vardas89122    Pavarde89122   4.76              4.80
Vardas40180    Pavarde40180   4.76              4.80
Vardas63926    Pavarde63926   4.76              4.60
Vardas69221    Pavarde69221   4.76              4.60
Vardas12974    Pavarde12974   4.76              4.60
Vardas64804    Pavarde64804   4.76              4.40
Vardas87078    Pavarde87078   4.76              4.80
Vardas2485     Pavarde2485    4.76              4.80
Vardas43733    Pavarde43733   4.76              5.00
Vardas92492    Pavarde92492   4.76              5.00
Vardas98777    Pavarde98777   4.76              4.80
Vardas37392    Pavarde37392   4.76              5.00
Vardas97002    Pavarde97002   4.76              4.60
Vardas82003    Pavarde82003   4.76              4.60
Vardas83029    Pavarde83029   4.76              4.40
Vardas35667    Pavarde35667   4.78              5.00
Vardas91079    Pavarde91079   4.78              4.80
Vardas43026    Pavarde43026   4.78              4.80
Vardas21821    Pavarde21821   4.78              4.80
Vardas59287    Pavarde59287   4.78              5.00
Vardas90637    Pavarde90637   4.78              4.80
Vardas90493    Pavarde90493   4.78              4.60
Vardas90093    Pavarde90093   4.78              4.60
Vardas22397    Pavarde22397   4.78              4.80
Vardas4862     Pavarde4862    4.78              4.60
Vardas89943    Pavarde89943   4.78              4.40
Vardas89744    Pavarde89744   4.78              5.00
Vardas7216     Pavarde7216    4.78              5.00
Vardas89715    Pavarde89715   4.78              4.80
Vardas22990    Pavarde22990   4.78              5.00
Vardas89431    Pavarde89431   4.78              4.60
Vardas23169    Pavarde23169   4.78              4.80
Vardas89090    Pavarde89090   4.78              4.80
Vardas36380    Pavarde36380   4.78              4.80
Vardas89013    Pavarde89013   4.78              5.00
Vardas23670    Pavarde23670   4.78              4.80
Vardas23672    Pavarde23672   4.78              4.80
Vardas23893    Pavarde23893   4.78              5.00
Vardas57786    Pavarde57786   4.78              4.80
Vardas3710     Pavarde3710    4.78              4.80
Vardas23940    Pavarde23940   4.78              4.80
Vardas23974    Pavarde23974   4.78              4.80
Vardas23992    Pavarde23992   4.78              5.00
Vardas24074    Pavarde24074   4.78              4.80
Vardas36599    Pavarde36599   4.78              5.00
Vardas66337    Pavarde66337   4.78              4.80
Vardas88179    Pavarde88179   4.78              5.00
Vardas88094    Pavarde88094   4.78              5.20
Vardas24567    Pavarde24567   4.78              4.60
Vardas69277    Pavarde69277   4.78              4.40
Vardas87530    Pavarde87530   4.78              4.60
Vardas87255    Pavarde87255   4.78              4.60
Vardas87242    Pavarde87242   4.78              4.40
Vardas87240    Pavarde87240   4.78              4.80
Vardas25488    Pavarde25488   4.78              4.80
Vardas66321    Pavarde66321   4.78              5.20
Vardas4317     Pavarde4317    4.78              5.20
Vardas75       Pavarde75      4.78              4.80
Vardas25915    Pavarde25915   4.78              4.80
Vardas26129    Pavarde26129   4.78              4.60
Vardas26271    Pavarde26271   4.78              4.80
Vardas60308    Pavarde60308   4.78              5.00
Vardas26338    Pavarde26338   4.78              4.60
Vardas26567    Pavarde26567   4.78              5.00
Vardas69257    Pavarde69257   4.78              4.60
Vardas86027    Pavarde86027   4.78              4.80
Vardas85996    Pavarde85996   4.78              4.80
Vardas26753    Pavarde26753   4.78              4.80
Vardas26910    Pavarde26910   4.78              4.60
Vardas27233    Pavarde27233   4.78              4.60
Vardas85316    Pavarde85316   4.78              5.00
Vardas84586    Pavarde84586   4.78              4.60
Vardas84551    Pavarde84551   4.78              5.00
Vardas47227    Pavarde47227   4.78              4.40
Vardas28157    Pavarde28157   4.78              4.60
Vardas28391    Pavarde28391   4.78              4.60
Vardas83945    Pavarde83945   4.78              5.00
Vardas28885    Pavarde28885   4.78              4.80
Vardas28971    Pavarde28971   4.78              4.80
Vardas29212    Pavarde29212   4.78              5.00
Vardas29774    Pavarde29774   4.78              4.60
Vardas82705    Pavarde82705   4.78              4.20
Vardas60321    Pavarde60321   4.78              4.80
Vardas29894    Pavarde29894   4.78              5.20
Vardas29962    Pavarde29962   4.78              5.00
Vardas29974    Pavarde29974   4.78              5.00
Vardas82536    Pavarde82536   4.78              4.80
Vardas7330     Pavarde7330    4.78              4.80
Vardas30176    Pavarde30176   4.78              5.00
Vardas82206    Pavarde82206   4.78              4.60
Vardas82201    Pavarde82201   4.78              4.80
Vardas82165    Pavarde82165   4.78              4.40
Vardas82064    Pavarde82064   4.78              4.60
Vardas46890    Pavarde46890   4.78              4.80
Vardas82009    Pavarde82009   4.78              5.00
Vardas81864    Pavarde81864   4.78              4.80
Vardas81840    Pavarde81840   4.78              4.40
Vardas30884    Pavarde30884   4.78              4.60
Vardas30962    Pavarde30962   4.78              4.80
Vardas81264    Pavarde81264   4.78              4.80
Vardas81133    Pavarde81133   4.78              5.00
Vardas39302    Pavarde39302   4.78              4.80
Vardas857      Pavarde857     4.78              4.60
Vardas43450    Pavarde43450   4.78              4.80
Vardas31771    Pavarde31771   4.78              4.80
Vardas32079    Pavarde32079   4.78              4.80
Vardas32259    Pavarde32259   4.78              4.60
Vardas39481    Pavarde39481   4.78              4.80
Vardas32411    Pavarde32411   4.78              4.60
Vardas32438    Pavarde32438   4.78              4.40
Vardas80316    Pavarde80316   4.78              4.60
Vardas39572    Pavarde39572   4.78              5.00
Vardas79989    Pavarde79989   4.78              4.60
Vardas49867    Pavarde49867   4.78              4.40
Vardas50441    Pavarde50441   4.78              4.40
Vardas50464    Pavarde50464   4.78              4.60
Vardas39715    Pavarde39715   4.78              4.60
Vardas50537    Pavarde50537   4.78              5.20
Vardas49753    Pavarde49753   4.78              4.60
Vardas50809    Pavarde50809   4.78              5.00
Vardas50820    Pavarde50820   4.78              4.60
Vardas50987    Pavarde50987   4.78              4.80
Vardas6246     Pavarde6246    4.78              5.00
Vardas39987    Pavarde39987   4.78              4.60
Vardas3301     Pavarde3301    4.78              5.00
Vardas78671    Pavarde78671   4.78              4.60
Vardas51310    Pavarde51310   4.78              4.80
Vardas51331    Pavarde51331   4.78              4.60
Vardas49538    Pavarde49538   4.78              4.80
Vardas78441    Pavarde78441   4.78              4.60
Vardas49471    Pavarde49471   4.78              4.40
Vardas49452    Pavarde49452   4.78              4.80
Vardas51717    Pavarde51717   4.78              5.00
Vardas51771    Pavarde51771   4.78              4.40
Vardas77734    Pavarde77734   4.78              4.60
Vardas52029    Pavarde52029   4.78              4.80
Vardas52235    Pavarde52235   4.78              5.20
Vardas77071    Pavarde77071   4.78              5.00
Vardas77004    Pavarde77004   4.78              4.80
Vardas76653    Pavarde76653   4.78              5.00
Vardas76437    Pavarde76437   4.78              5.00
Vardas53303    Pavarde53303   4.78              4.80
Vardas48819    Pavarde48819   4.78              4.60
Vardas75624    Pavarde75624   4.78              5.00
Vardas75522    Pavarde75522   4.78              5.00
Vardas66231    Pavarde66231   4.78              4.80
Vardas75497    Pavarde75497   4.78              4.80
Vardas41180    Pavarde41180   4.78              4.80
Vardas949      Pavarde949     4.78              4.60
Vardas63038    Pavarde63038   4.78              4.80
Vardas53884    Pavarde53884   4.78              4.80
Vardas53936    Pavarde53936   4.78              4.80
Vardas75076    Pavarde75076   4.78              4.80
Vardas74928    Pavarde74928   4.78              4.80
Vardas41600    Pavarde41600   4.78              5.20
Vardas48397    Pavarde48397   4.78              4.60
Vardas54972    Pavarde54972   4.78              4.80
Vardas41725    Pavarde41725   4.78              4.80
Vardas976      Pavarde976     4.78              4.80
Vardas73606    Pavarde73606   4.78              5.00
Vardas55153    Pavarde55153   4.78              4.80
Vardas55212    Pavarde55212   4.78              5.00
Vardas55416    Pavarde55416   4.78              4.80
Vardas48083    Pavarde48083   4.78              5.00
Vardas72858    Pavarde72858   4.78              4.60
Vardas72836    Pavarde72836   4.78              4.80
Vardas55739    Pavarde55739   4.78              5.20
Vardas72649    Pavarde72649   4.78              4.60
Vardas55885    Pavarde55885   4.78              4.60
Vardas72545    Pavarde72545   4.78              4.80
Vardas47975    Pavarde47975   4.78              4.80
Vardas1608     Pavarde1608    4.78              4.60
Vardas72421    Pavarde72421   4.78              4.80
Vardas72319    Pavarde72319   4.78              4.40
Vardas56254    Pavarde56254   4.78              4.80
Vardas56357    Pavarde56357   4.78              4.20
Vardas71689    Pavarde71689   4.78              5.00
Vardas71653    Pavarde71653   4.78              5.00
Vardas71430    Pavarde71430   4.78              4.60
Vardas56858    Pavarde56858   4.78              4.80
Vardas56881    Pavarde56881   4.78              4.40
Vardas71152    Pavarde71152   4.78              5.00
Vardas71010    Pavarde71010   4.78              4.60
Vardas42682    Pavarde42682   4.78              5.20
Vardas47196    Pavarde47196   4.78              4.80
Vardas70852    Pavarde70852   4.78              4.80
Vardas70753    Pavarde70753   4.78              5.00
Vardas70619    Pavarde70619   4.78              4.80
Vardas57365    Pavarde57365   4.78              4.80
Vardas42930    Pavarde42930   4.78              4.40
Vardas70336    Pavarde70336   4.78              4.40
Vardas2813     Pavarde2813    4.78              5.40
Vardas42974    Pavarde42974   4.78              5.40
Vardas65692    Pavarde65692   4.78              4.60
Vardas59430    Pavarde59430   4.78              5.40
Vardas65689    Pavarde65689   4.78              5.00
Vardas7957     Pavarde7957    4.78              4.80
Vardas65589    Pavarde65589   4.78              4.60
Vardas8073     Pavarde8073    4.78              4.80
Vardas8109     Pavarde8109    4.78              4.80
Vardas8306     Pavarde8306    4.78              4.60
Vardas8463     Pavarde8463    4.78              4.40
Vardas46089    Pavarde46089   4.78              5.00
Vardas8726     Pavarde8726    4.78              5.00
Vardas8854     Pavarde8854    4.78              4.80
Vardas8866     Pavarde8866    4.78              4.80
Vardas45974    Pavarde45974   4.78              4.80
Vardas9476     Pavarde9476    4.78              5.00
Vardas61746    Pavarde61746   4.78              5.20
Vardas61749    Pavarde61749   4.78              4.80
Vardas61751    Pavarde61751   4.78              5.00
Vardas64753    Pavarde64753   4.78              5.00
Vardas424      Pavarde424     4.78              4.80
Vardas9984     Pavarde9984    4.78              4.60
Vardas58972    Pavarde58972   4.78              5.20
Vardas10051    Pavarde10051   4.78              4.60
Vardas10116    Pavarde10116   4.78              4.80
Vardas43622    Pavarde43622   4.78              4.80
Vardas64299    Pavarde64299   4.78              4.40
Vardas64226    Pavarde64226   4.78              5.00
Vardas62170    Pavarde62170   4.78              4.60
Vardas45130    Pavarde45130   4.78              5.00
Vardas63892    Pavarde63892   4.78              4.60
Vardas63664    Pavarde63664   4.78              5.20
Vardas11427    Pavarde11427   4.78              4.60
Vardas11563    Pavarde11563   4.78              4.80
Vardas67143    Pavarde67143   4.78              5.00
Vardas62641    Pavarde62641   4.78              4.40
Vardas62888    Pavarde62888   4.78              4.60
Vardas32638    Pavarde32638   4.78              4.60
Vardas69774    Pavarde69774   4.78              4.80
Vardas99869    Pavarde99869   4.78              4.60
Vardas99738    Pavarde99738   4.78              4.80
Vardas12786    Pavarde12786   4.78              4.80
Vardas12890    Pavarde12890   4.78              5.00
Vardas99234    Pavarde99234   4.78              5.00
Vardas32922    Pavarde32922   4.78              4.80
Vardas46501    Pavarde46501   4.78              5.00
Vardas13478    Pavarde13478   4.78              4.80
Vardas13526    Pavarde13526   4.78              4.60
Vardas485      Pavarde485     4.78              4.60
Vardas32986    Pavarde32986   4.78              4.60
Vardas69044    Pavarde69044   4.78              5.00
Vardas13711    Pavarde13711   4.78              5.20
Vardas13767    Pavarde13767   4.78              4.40
Vardas98679    Pavarde98679   4.78              5.00
Vardas98673    Pavarde98673   4.78              4.80
Vardas98648    Pavarde98648   4.78              4.80
Vardas13925    Pavarde13925   4.78              4.80
Vardas33111    Pavarde33111   4.78              4.20
Vardas98359    Pavarde98359   4.78              4.60
Vardas33224    Pavarde33224   4.78              5.00
Vardas14428    Pavarde14428   4.78              4.60
Vardas14467    Pavarde14467   4.78              5.00
Vardas14527    Pavarde14527   4.78              4.40
Vardas98009    Pavarde98009   4.78              4.60
Vardas14725    Pavarde14725   4.78              4.40
Vardas97738    Pavarde97738   4.78              5.20
Vardas97549    Pavarde97549   4.78              4.80
Vardas97543    Pavarde97543   4.78              5.00
Vardas33445    Pavarde33445   4.78              4.60
Vardas33507    Pavarde33507   4.78              4.00
Vardas15365    Pavarde15365   4.78              4.60
Vardas96871    Pavarde96871   4.78              4.80
Vardas96754    Pavarde96754   4.78              4.80
Vardas4736     Pavarde4736    4.78              5.00
Vardas15839    Pavarde15839   4.78              4.80
Vardas5375     Pavarde5375    4.78              4.80
Vardas59023    Pavarde59023   4.78              5.20
Vardas16145    Pavarde16145   4.78              5.20
Vardas16509    Pavarde16509   4.78              4.80
Vardas95757    Pavarde95757   4.78              4.80
Vardas17179    Pavarde17179   4.78              4.80
Vardas94848    Pavarde94848   4.78              4.40
Vardas58008    Pavarde58008   4.78              4.80
Vardas17931    Pavarde17931   4.78              4.80
Vardas94583    Pavarde94583   4.78              5.00
Vardas18196    Pavarde18196   4.78              4.80
Vardas34728    Pavarde34728   4.78              5.20
Vardas18737    Pavarde18737   4.78              4.60
Vardas18786    Pavarde18786   4.78              4.60
Vardas60751    Pavarde60751   4.78              5.00
Vardas93554    Pavarde93554   4.78              4.40
Vardas58794    Pavarde58794   4.78              4.40
Vardas93515    Pavarde93515   4.78              5.00
Vardas93426    Pavarde93426   4.78              4.40
Vardas93403    Pavarde93403   4.78              4.80
Vardas19301    Pavarde19301   4.78              4.60
Vardas93190    Pavarde93190   4.78              5.20
Vardas93133    Pavarde93133   4.78              4.60
Vardas92955    Pavarde92955   4.78              4.80
Vardas19769    Pavarde19769   4.78              4.80
Vardas92643    Pavarde92643   4.78              4.80
Vardas7168     Pavarde7168    4.78              4.80
Vardas92606    Pavarde92606   4.78              4.80
Vardas43833    Pavarde43833   4.78              4.60
Vardas20045    Pavarde20045   4.78              5.00
Vardas92466    Pavarde92466   4.78              4.60
Vardas20078    Pavarde20078   4.78              4.60
Vardas67369    Pavarde67369   4.78              4.80
Vardas35242    Pavarde35242   4.78              5.00
Vardas92240    Pavarde92240   4.78              4.60
Vardas20264    Pavarde20264   4.78              5.00
Vardas35328    Pavarde35328   4.78              4.80
Vardas35344    Pavarde35344   4.78              4.40
Vardas92068    Pavarde92068   4.78              4.60
Vardas20531    Pavarde20531   4.78              4.80
Vardas20778    Pavarde20778   4.78              4.80
Vardas1304     Pavarde1304    4.78              4.80
Vardas91581    Pavarde91581   4.78              4.80
Vardas91320    Pavarde91320   4.78              4.80
Vardas91273    Pavarde91273   4.78              5.20
Vardas21238    Pavarde21238   4.78              5.00
Vardas66567    Pavarde66567   4.80              4.60
Vardas17577    Pavarde17577   4.80              5.00
Vardas40093    Pavarde40093   4.80              4.60
Vardas70134    Pavarde70134   4.80              4.40
Vardas93592    Pavarde93592   4.80              4.60
Vardas44752    Pavarde44752   4.80              4.80
Vardas48515    Pavarde48515   4.80              4.80
Vardas1474     Pavarde1474    4.80              5.20
Vardas36173    Pavarde36173   4.80              4.80
Vardas31923    Pavarde31923   4.80              5.00
Vardas37374    Pavarde37374   4.80              4.80
Vardas82137    Pavarde82137   4.80              4.60
Vardas49403    Pavarde49403   4.80              4.80
